Subcode,Branch code,Eff_from,SubjectName,Category,Sem /Year,L.,T.,P.,TW/SL,Total,E,M,I,V,Total.1,gtuSyllabusURL
4340001,9,Mar-23, Essence of Indian Knowledge and Tradition,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340001.pdf
4340002,9,Mar-23, Contributor Personality Development,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340002.pdf
4340003,9,Mar-23, Integrated Personality Development Course,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340003.pdf
4340901,9,Mar-23, Polyphase Transformers and Rotating AC Machines,compulsory,4,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340901.pdf
4340902,9,Mar-23, Distribution and Utilization of Electrical Power,compulsory,4,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340902.pdf
4340903,9,Mar-23," Electrical Wiring Estimating, Costing & Contracting",compulsory,4,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340903.pdf
4340904,9,Mar-23, Digital Electronics & Digital Instruments,compulsory,4,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340904.pdf
noc25_cs44,9,Jan-25, Introduction To Internet Of Things,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_cs44.pdf
noc25_ee42,9,Jan-25, Industrial Automation and Control,PEC-01(MOOC),4,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ee42.pdf
noc25_ee79,9,Jan-25, Smart Grid: Basics to Advanced Technologies,PEC-02(MOOC),4,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ee79.pdf
ntr24_ed42,9,Jul-24, Graphics and Animation Development,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed42.pdf
ntr24_ed51,9,Jul-24, Entrepreneurship Development,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed51.pdf
2350901,9,Aug-11, Electrical Installation & Maintenance,,5,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350901.pdf
2350902,9,Aug-11, Industrial Electronics,,5,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350902.pdf
2350903,9,Aug-11," Electrical Wiring, Estimation, Costing & Contracting",,5,3,2,2,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350903.pdf
2350904,9,Aug-11, Digital Electronics & Digital Instrument,,5,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350904.pdf
2350905,9,Aug-11, Energy Conservation Techniques,,5,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350905.pdf
2350906,9,Aug-11, Project - I,,5,0,0,4,,4,0,0,50,100,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350906.pdf
3350901,9,Sep-12," Wiring Estimating, Costing & Contracting",,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350901.pdf
3350902,9,Sep-12, Energy Conservation & Audit,,5,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350902.pdf
3350903,9,Sep-12, Power Electronics,,5,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350903.pdf
3350904,9,Sep-12, Microprocessor And Controller Applications,,5,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350904.pdf
3350905,9,Sep-12, Wind And Solar Energy Systems,Elective,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350905.pdf
3350906,9,Sep-12, Special Electrical Machines,Elective,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350906.pdf
3350907,9,Sep-12, Electric Traction And Control,Elective,5,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350907.pdf
3350908,9,Sep-12, PROJECT-I,,5,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350908.pdf
350901,9,Aug-11, Electrical Installation & Maintenance,,5,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350901.pdf
350903,9,Aug-11," Electrical Wiring, Estimation, Costing & Contracting",,5,3,2,2,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350903.pdf
350904,9,Aug-11, Digital Electronics & Digital Instrument,,5,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350904.pdf
350905,9,Aug-11, Energy Conservation Techniques,,5,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350905.pdf
350906,9,Aug-11, Project - I,,5,0,0,4,,4,0,0,50,100,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350906.pdf
4300021,9,Jul-23, Entrepreneurship and Start-ups,compulsory,5,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300021.pdf
4350901,9,Jul-23, Switchgear & Protection,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350901.pdf
4350902,9,Jul-23, Power Electronics & Drives,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350902.pdf
4350904,9,Jul-23, Electrical Engineering Project-I,compulsory,5,0,0,2,,1,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350904.pdf
4350905,9,Jul-23, Summer Internship-II,compulsory,5,0,0,6,,3,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350905.pdf
4350906,9,Jul-23, Special Electrical Machine,Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350906.pdf
4350907,9,Jul-23, Electrical Traction & Control,Elective(Any one),5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4350907.pdf
noc24_hs173,9,Jul-24, The Science of Happiness and Wellbeing,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc24_hs173.pdf
noc25_ch40,9,Jan-25," Renewable Energy Engineering: Solar, Wind And Biomass Energy Systems",MOPEC-02(MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ch40.pdf
noc25_ee33,9,Jan-25, EV - Vehicle Dynamics and Electric Motor Drives,PEC-03(MOOC),5,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ee33.pdf
ntr24_ed44,9,Jul-24, Internet of Things: Design Concepts and Use Cases,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed44.pdf
2360901,9,Aug-11, Project-II,,6,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360901.pdf
2360902,9,Aug-11, Power Station Engineering,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360902.pdf
2360903,9,Aug-11, Switch Gear And Protection,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360903.pdf
2360904,9,Aug-11, Microprocessor And Control System Component,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360904.pdf
2360905,9,Aug-11, Electric Traction And Control,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360905.pdf
2360906,9,Aug-11, Power Electronics,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360906.pdf
2360907,9,Aug-11, Electrification of Building And Complexes,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360907.pdf
2360908,9,Aug-11, Power System Operation And Control,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2360908.pdf
3350905,9,Sep-12, Wind And Solar Energy Systems,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350905.pdf
3350906,9,Sep-12, Special Electrical Machines,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350906.pdf
3350907,9,Sep-12, Electric Traction And Control,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350907.pdf
3360901,9,Sep-12, Switchgear & Protection,Compulsory,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360901.pdf
3360902,9,Sep-12," Installation, Commissioning And Maintenance",Compulsory,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360902.pdf
3360903,9,Sep-12, Power System Operation And Control,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360903.pdf
3360904,9,Sep-12, Substation Engineering And Power Quality,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360904.pdf
3360905,9,Sep-12, Design Parameters Of Electrical Equipement And Machines,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360905.pdf
3360906,9,Sep-12, Electrical Drives,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360906.pdf
3360907,9,Sep-12, Maintenance Of Transformer And Circuit Breaker,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360907.pdf
3360908,9,Sep-12, Electrification Of Building Complexes,Elective,6,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360908.pdf
3360909,9,Sep-12, PROJECT-II,Compulsory,6,0,0,6,,6,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360909.pdf
360901,9,Aug-11, Project,,6,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360901.pdf
360902,9,Aug-11, Power Station Engineering,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360902.pdf
360903,9,Aug-11, Switch Gear And Protection,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360903.pdf
360904,9,Aug-11, Microprocessor And Control System Component,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360904.pdf
360905,9,Aug-11, Electric Traction And Control,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360905.pdf
360906,9,Aug-11, Power Electronics,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360906.pdf
360907,9,Aug-11, Electrification of Building And Complexes,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360907.pdf
360908,9,Aug-11, Power System Operation And Control,,6,4,0,2,,6,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360908.pdf
4360901,9,Jan-24," Electrical Installation, Commissioning And Maintenance",Compulsory,6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4360901.pdf
4360902,9,Jan-24, Microprocessor & Controller Applications,Compulsory,6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4360902.pdf
4360903,9,Jan-24, Energy Conservation & Audit,Compulsory,6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4360903.pdf
4360904,9,Jan-24, Green Technology,Elective(Any one),6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4360904.pdf
4360905,9,Jan-24, Electrical Drives,Elective(Any one),6,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4360905.pdf
4360906,9,Jan-24, Electrical Engineering Project-II,Compulsory,6,0,0,4,,2,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4360906.pdf
DI01000011,11,2024-25, Induction Programme with Essence of Indian Knowledge,Mandatory Non-Credit Courses – Audit Course,1,0,0,0,,0,0,0,0,0,0,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000011.pdf
DI01000021,11,2024-25, Mathematics-I,Basic Science Courses,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000021.pdf
DI01000031,11,2024-25, Communication Skills in English,"Humanities and Social Science, including Management Courses",1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000031.pdf
DI01000041,11,2024-25, Sports and Yoga,Mandatory Non-Credit Courses – Audit Course,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000041.pdf
DI01000051,11,2024-25, Fundamentals of Electronics,Professional Core Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000051.pdf
DI01000061,11,2024-25, Modern Physics,Basic Science Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000061.pdf
DI01000091,11,2024-25, Fundamentals of Information and Communication Technology,Engineering Science Courses,1,0,1,4,,3,0,0,20,30,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000091.pdf
DI01000101,11,2024-25, Fundamentals of Electrical Engineering,Engineering Science Courses,1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000101.pdf
DI01C00021,11,2025-26, Mathematics-I,Basic Science Courses,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00021.pdf
DI01C00031,11,2025-26, Communication Skills in English,"Humanities and Social Science, including Management Courses",1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00031.pdf
DI01C00041,11,2025-26, Sports and Yoga,Mandatory Non-Credit Courses – Audit Course,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00041.pdf
DI01C00051,11,2025-26, Fundamentals of Electronics,Professional Core Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00051.pdf
DI01C00061,11,2025-26, Modern Physics,Basic Science Courses,1,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00061.pdf
DI01C00091,11,2025-26, Fundamentals of Information and Communication Technology,Engineering Science Courses,1,0,1,4,,3,0,0,20,30,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00091.pdf
DI01C00101,11,2025-26, Fundamentals of Electrical Engineering,Engineering Science Courses,1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00101.pdf
DI01000071,11,2024-25, Engineering Chemistry,Basic Science Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000071.pdf
DI01C00071,11,2025-26, Engineering Chemistry,Basic Science Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01C00071.pdf
DI02000011,11,2024-25, Applied Mathematics,Basic Science Courses,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000011.pdf
DI02000051,11,2024-25, Environmental Sustainability,Engineering Science Courses,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000051.pdf
DI02000061,11,2024-25, Indian Constitution,Mandatory Non-Credit Courses – Audit Course,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000061.pdf
DI02000081,11,2024-25, PCB Designing & Electronics workshop,Engineering Science Courses,2,0,0,6,,3,0,0,20,30,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000081.pdf
DI02000131,11,2024-25, Contributor Personality Development,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000131.pdf
DI02000141,11,2024-25, Integrated Personality Development Course,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000141.pdf
DI02000151,11,2024-25, Essence of Indian Knowledge and Tradition,"Humanities and Social Science, including Management Courses",2,3,0,0,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02000151.pdf
DI02011011,11,2024-25, Electronics Circuit and Application (ECA),Professional Core Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02011011.pdf
DI02C00011,11,2025-26, Applied Mathematics,Basic Science Courses,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00011.pdf
DI02C00051,11,2025-26, Environmental Sustainability,Engineering Science Courses,2,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00051.pdf
DI02C00061,11,2025-26, Indian Constitution,Mandatory Non-Credit Courses – Audit Course,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00061.pdf
DI02C00081,11,2025-26, PCB Designing & Electronics workshop,Engineering Science Courses,2,0,0,6,,3,0,0,20,30,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00081.pdf
DI02C00131,11,2025-26, Contributor Personality Development,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00131.pdf
DI02C00141,11,2025-26, Integrated Personality Development Course,"Humanities and Social Science, including Management Courses",2,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00141.pdf
DI02C00151,11,2025-26, Essence of Indian Knowledge and Tradition,"Humanities and Social Science, including Management Courses",2,3,0,0,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C00151.pdf
DI02C11011,11,2025-26, Electronics Circuit and Application (ECA),Professional Core Courses,2,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI02C11011.pdf
DI03000111,11,2025-26, Digital Logic Design,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03000111.pdf
DI03000121,11,2025-26, Principle of Electronics Communication,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03000121.pdf
DI03000131,11,2025-26, Computer Networking,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03000131.pdf
DI03011011,11,2025-26, Programming in C,Engineering Science Courses,3,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03011011.pdf
DI03011021,11,2025-26, Applied Electronics,Professional Core Courses,3,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03011021.pdf
DI03011031,11,2025-26, Electronics Circuit Network & Measurement,Professional Core Courses,3,3,0,2,,4,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI03011031.pdf
310001,11,Aug-11, Advertising And Communication,,1,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310001.pdf
310002,11,Aug-11, Applied Science- I [physics],,1,2,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310002.pdf
310004,11,Aug-11, Art & Design,,1,2,0,6,,8,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310004.pdf
310006,11,Aug-11, Building Material - I,,1,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310006.pdf
310007,11,Aug-11, Business Communication I,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310007.pdf
310008,11,Aug-11, Business Mathematics,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310008.pdf
310009,11,Aug-11, Business Organization And Management,,1,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310009.pdf
310010,11,Aug-11, Ceramic Materials,,1,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310010.pdf
310011,11,Aug-11, Clothing Construction - I,,1,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/310011.pdf
